Job started on g1201.mahti.csc.fi at Sat Oct  4 11:52:31 EEST 2025
Using LOCAL_SCRATCH: /run/nvme/job_5199317/data
HF cache dirs: /run/nvme/job_5199317/data/huggingface_cache
Using device: cuda
Train size: 40201
Val size: 5743
Test size: 11487
Labels (index -> label):
0 -> admiration
1 -> amusement
2 -> anger
3 -> annoyance
4 -> approval
5 -> caring
6 -> confusion
7 -> curiosity
8 -> desire
9 -> disappointment
10 -> disapproval
11 -> disgust
12 -> embarrassment
13 -> excitement
14 -> fear
15 -> gratitude
16 -> grief
17 -> joy
18 -> love
19 -> nervousness
20 -> neutral
21 -> optimism
22 -> pride
23 -> realization
24 -> relief
25 -> remorse
26 -> sadness
27 -> surprise
Num labels: 28
[2025-10-04 11:53:01,867] [INFO] [real_accelerator.py:254:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-10-04 11:53:08,445] [INFO] [logging.py:107:log_dist] [Rank -1] [TorchCheckpointEngine] Initialized with serialization = False
Starting training ...
{'loss': 2.7466, 'grad_norm': 13.360455513000488, 'learning_rate': 1.996140071627537e-05, 'epoch': 0.04}
{'loss': 2.277, 'grad_norm': 11.64880657196045, 'learning_rate': 1.9922005571030643e-05, 'epoch': 0.08}
{'loss': 2.0653, 'grad_norm': 20.85605812072754, 'learning_rate': 1.9882610425785914e-05, 'epoch': 0.12}
{'loss': 1.8163, 'grad_norm': 11.808024406433105, 'learning_rate': 1.984281734978114e-05, 'epoch': 0.16}
{'loss': 1.9011, 'grad_norm': 18.677448272705078, 'learning_rate': 1.9803024273776365e-05, 'epoch': 0.2}
{'loss': 1.7945, 'grad_norm': 12.326354026794434, 'learning_rate': 1.9763231197771587e-05, 'epoch': 0.24}
{'loss': 1.7648, 'grad_norm': 19.057695388793945, 'learning_rate': 1.9723438121766813e-05, 'epoch': 0.28}
{'loss': 1.6602, 'grad_norm': 13.1674222946167, 'learning_rate': 1.9683645045762038e-05, 'epoch': 0.32}
{'loss': 1.6282, 'grad_norm': 15.715587615966797, 'learning_rate': 1.9643851969757263e-05, 'epoch': 0.36}
{'loss': 1.6926, 'grad_norm': 15.496015548706055, 'learning_rate': 1.960405889375249e-05, 'epoch': 0.4}
{'loss': 1.616, 'grad_norm': 11.083158493041992, 'learning_rate': 1.9564265817747714e-05, 'epoch': 0.44}
{'loss': 1.6338, 'grad_norm': 9.297895431518555, 'learning_rate': 1.952447274174294e-05, 'epoch': 0.48}
{'loss': 1.6117, 'grad_norm': 14.22934341430664, 'learning_rate': 1.948467966573816e-05, 'epoch': 0.52}
{'loss': 1.6036, 'grad_norm': 11.546820640563965, 'learning_rate': 1.9444886589733387e-05, 'epoch': 0.56}
{'loss': 1.6101, 'grad_norm': 10.302566528320312, 'learning_rate': 1.9405093513728612e-05, 'epoch': 0.6}
{'loss': 1.5984, 'grad_norm': 19.689411163330078, 'learning_rate': 1.9365300437723838e-05, 'epoch': 0.64}
{'loss': 1.5768, 'grad_norm': 13.876688003540039, 'learning_rate': 1.9325507361719063e-05, 'epoch': 0.68}
{'loss': 1.5572, 'grad_norm': 14.421165466308594, 'learning_rate': 1.928571428571429e-05, 'epoch': 0.72}
{'loss': 1.5508, 'grad_norm': 7.564695358276367, 'learning_rate': 1.9245921209709514e-05, 'epoch': 0.76}
{'loss': 1.494, 'grad_norm': 11.039536476135254, 'learning_rate': 1.920612813370474e-05, 'epoch': 0.8}
{'loss': 1.585, 'grad_norm': 12.981575965881348, 'learning_rate': 1.916633505769996e-05, 'epoch': 0.84}
{'loss': 1.5315, 'grad_norm': 13.072628021240234, 'learning_rate': 1.9126541981695187e-05, 'epoch': 0.88}
{'loss': 1.4783, 'grad_norm': 7.8455891609191895, 'learning_rate': 1.9086748905690412e-05, 'epoch': 0.92}
{'loss': 1.5514, 'grad_norm': 10.283920288085938, 'learning_rate': 1.9046955829685637e-05, 'epoch': 0.96}
{'loss': 1.5355, 'grad_norm': 10.237494468688965, 'learning_rate': 1.9007162753680863e-05, 'epoch': 0.99}
{'loss': 1.3914, 'grad_norm': 8.086471557617188, 'learning_rate': 1.8967369677676085e-05, 'epoch': 1.03}
{'loss': 1.2996, 'grad_norm': 9.768651008605957, 'learning_rate': 1.892757660167131e-05, 'epoch': 1.07}
{'loss': 1.305, 'grad_norm': 8.881757736206055, 'learning_rate': 1.8887783525666535e-05, 'epoch': 1.11}
{'loss': 1.3171, 'grad_norm': 6.856757164001465, 'learning_rate': 1.884799044966176e-05, 'epoch': 1.15}
{'loss': 1.3202, 'grad_norm': 8.126871109008789, 'learning_rate': 1.8808197373656986e-05, 'epoch': 1.19}
{'loss': 1.3536, 'grad_norm': 9.203484535217285, 'learning_rate': 1.8768404297652208e-05, 'epoch': 1.23}
{'loss': 1.3269, 'grad_norm': 9.150097846984863, 'learning_rate': 1.8728611221647434e-05, 'epoch': 1.27}
{'loss': 1.3043, 'grad_norm': 11.936850547790527, 'learning_rate': 1.868881814564266e-05, 'epoch': 1.31}
{'loss': 1.3175, 'grad_norm': 9.615913391113281, 'learning_rate': 1.8649025069637884e-05, 'epoch': 1.35}
{'loss': 1.3596, 'grad_norm': 12.751358985900879, 'learning_rate': 1.860923199363311e-05, 'epoch': 1.39}
{'loss': 1.3367, 'grad_norm': 11.109119415283203, 'learning_rate': 1.8569438917628335e-05, 'epoch': 1.43}
{'loss': 1.3085, 'grad_norm': 9.882264137268066, 'learning_rate': 1.8529645841623557e-05, 'epoch': 1.47}
{'loss': 1.4285, 'grad_norm': 14.293965339660645, 'learning_rate': 1.8489852765618782e-05, 'epoch': 1.51}
{'loss': 1.4226, 'grad_norm': 15.910809516906738, 'learning_rate': 1.8450457620374057e-05, 'epoch': 1.55}
{'loss': 1.2972, 'grad_norm': 9.63149642944336, 'learning_rate': 1.8410664544369283e-05, 'epoch': 1.59}
{'loss': 1.3394, 'grad_norm': 7.688543796539307, 'learning_rate': 1.8370871468364505e-05, 'epoch': 1.63}
{'loss': 1.3685, 'grad_norm': 9.573359489440918, 'learning_rate': 1.833107839235973e-05, 'epoch': 1.67}
{'loss': 1.3946, 'grad_norm': 11.071687698364258, 'learning_rate': 1.8291285316354955e-05, 'epoch': 1.71}
{'loss': 1.3287, 'grad_norm': 8.78244686126709, 'learning_rate': 1.825149224035018e-05, 'epoch': 1.75}
{'loss': 1.321, 'grad_norm': 79.55366516113281, 'learning_rate': 1.8211699164345406e-05, 'epoch': 1.79}
{'loss': 1.3446, 'grad_norm': 14.794463157653809, 'learning_rate': 1.8171906088340628e-05, 'epoch': 1.83}
{'loss': 1.3835, 'grad_norm': 16.475645065307617, 'learning_rate': 1.8132113012335853e-05, 'epoch': 1.87}
{'loss': 1.3482, 'grad_norm': 9.539923667907715, 'learning_rate': 1.809231993633108e-05, 'epoch': 1.91}
{'loss': 1.3392, 'grad_norm': 11.84928035736084, 'learning_rate': 1.8052526860326304e-05, 'epoch': 1.95}
{'loss': 1.3396, 'grad_norm': 8.196762084960938, 'learning_rate': 1.801273378432153e-05, 'epoch': 1.99}
{'loss': 1.1255, 'grad_norm': 8.497557640075684, 'learning_rate': 1.7972940708316755e-05, 'epoch': 2.03}
{'loss': 1.0248, 'grad_norm': 9.44720458984375, 'learning_rate': 1.793314763231198e-05, 'epoch': 2.07}
{'loss': 0.9908, 'grad_norm': 221.3971405029297, 'learning_rate': 1.7893354556307202e-05, 'epoch': 2.11}
{'loss': 1.0278, 'grad_norm': 15.301169395446777, 'learning_rate': 1.7853561480302428e-05, 'epoch': 2.15}
{'loss': 1.0009, 'grad_norm': 9.692853927612305, 'learning_rate': 1.7813768404297653e-05, 'epoch': 2.19}
{'loss': 1.0043, 'grad_norm': 29.993511199951172, 'learning_rate': 1.777397532829288e-05, 'epoch': 2.23}
{'loss': 1.0522, 'grad_norm': 20.8919677734375, 'learning_rate': 1.7734182252288104e-05, 'epoch': 2.27}
{'loss': 1.0615, 'grad_norm': 12.642529487609863, 'learning_rate': 1.769438917628333e-05, 'epoch': 2.31}
{'loss': 1.0368, 'grad_norm': 10.732401847839355, 'learning_rate': 1.7654596100278555e-05, 'epoch': 2.35}
{'loss': 1.0186, 'grad_norm': 11.701364517211914, 'learning_rate': 1.761480302427378e-05, 'epoch': 2.39}
{'loss': 1.0503, 'grad_norm': 11.27252197265625, 'learning_rate': 1.7575009948269002e-05, 'epoch': 2.43}
{'loss': 1.0685, 'grad_norm': 13.614448547363281, 'learning_rate': 1.7535216872264227e-05, 'epoch': 2.47}
